cond1,cond2,leakiness,inference1,inference2,ManipCheck,stigma1,stigma2,stigma3,dis1,dis2,dis3,dis4,dis5,dis6,dis7,dis8,DisShape,DisWeight,cc1,cc2,gender,age,employment,HeightFeet,HeightInches,height,lbs,total_t,z_beg,z_end
2,3,-1,2,3,-2,1,1,4,2,4,2,3,2,2,4,2,4,3,3,1,1,27,No,5,10,70,165,2.35,8/17/2012 at 3:18 PM,8/17/2012 at 3:21 PM
2,4,1,1,1,-2,5,5,3,2,6,3,5,3,2,5,3,5,6,3,1,1,33,No,6,0,72,160,7.2,8/17/2012 at 3:14 PM,8/17/2012 at 3:21 PM
2,3,-3,2,0,-3,6,7,7,5,4,2,5,5,3,5,2,5,5,3,1,2,25,Yes: full-time,5,4,64,129,7,8/17/2012 at 3:16 PM,8/17/2012 at 3:23 PM
2,4,0,2,1,0,5,6,4,2,4,4,4,4,3,4,4,3,4,3,2,1,25,Yes: part-time,5,7,67,160,4.133333,8/17/2012 at 3:19 PM,8/17/2012 at 3:23 PM
1,1,2,0,2,2,1,1,1,1,7,1,1,7,7,1,7,6,6,3,2,1,22,Yes: full-time,6,0,72,170,3.95,8/17/2012 at 3:21 PM,8/17/2012 at 3:25 PM
1,1,-2,1,1,1,5,1,6,4,4,5,5,3,2,5,1,6,5,3,2,2,25,Yes: part-time,5,3,63,110,3.5666666,8/17/2012 at 3:23 PM,8/17/2012 at 3:26 PM
2,3,0,0,0,-2,4,5,5,5,4,4,4,4,2,5,3,3,4,3,1,1,23,No,5,11,71,190,3.6166666,8/17/2012 at 3:23 PM,8/17/2012 at 3:26 PM
1,1,-1,-2,1,-2,3,1,3,1,3,3,3,5,2,3,2,4,5,3,2,1,19,Yes: part-time,5,9,69,145,3.6,8/17/2012 at 3:24 PM,8/17/2012 at 3:27 PM
2,4,-2,2,2,-2,5,5,6,5,3,3,5,3,3,5,3,3,3,3,1,2,21,No,5,7,67,170,1.6166667,8/17/2012 at 3:27 PM,8/17/2012 at 3:29 PM
1,1,-3,2,1,-1,5,6,7,6,3,5,5,4,2,4,2,3,4,3,2,1,21,No,5,1,61,200,3.5,8/17/2012 at 3:26 PM,8/17/2012 at 3:29 PM
2,3,-2,1,0,-2,5,4,6,6,5,3,2,5,2,2,2,5,6,3,1,1,27,Yes: full-time,5,9,69,165,4.7,8/17/2012 at 3:28 PM,8/17/2012 at 3:32 PM
2,3,-3,3,3,-3,7,7,7,7,1,7,7,1,1,7,1,1,1,3,1,1,22,No,6,5,77,330,3.6833334,8/17/2012 at 3:34 PM,8/17/2012 at 3:37 PM
2,3,-1,1,1,0,3,3,4,3,5,4,4,4,3,4,3,3,3,3,1,1,26,Yes: full-time,5,6,66,120,3.4833333,8/17/2012 at 3:34 PM,8/17/2012 at 3:38 PM
2,3,-3,3,3,-3,4,7,6,4,4,7,7,1,1,7,1,3,3,3,1,2,26,Yes: part-time,5,5,65,170,2.7333333,8/17/2012 at 3:39 PM,8/17/2012 at 3:41 PM
2,4,-3,3,-2,-3,4,4,6,6,4,7,6,1,1,6,1,6,6,3,1,1,31,Yes: full-time,6,0,72,155,2.8833334,8/17/2012 at 3:41 PM,8/17/2012 at 3:44 PM
2,2,-3,2,2,-3,1,1,4,1,7,2,2,6,4,1,2,2,6,3,1,1,20,Yes: full-time,5,9,69,159,4.1666665,8/17/2012 at 3:41 PM,8/17/2012 at 3:45 PM
2,3,-1,1,2,-1,2,2,2,2,6,2,2,5,4,2,5,4,5,3,1,2,19,No,5,8,68,125,2.0166667,8/17/2012 at 3:44 PM,8/17/2012 at 3:46 PM
2,4,-1,0,0,-1,5,6,5,6,5,2,5,3,6,5,4,3,3,3,1,1,,Yes: full-time,5,1,61,160,1.9,8/17/2012 at 3:45 PM,8/17/2012 at 3:47 PM
2,2,-3,1,2,-3,7,7,7,7,4,7,,1,1,5,2,1,1,3,1,2,53,Yes: full-time,5,3,63,200,2.6333334,8/17/2012 at 3:46 PM,8/17/2012 at 3:49 PM
1,1,0,1,2,-1,4,4,5,4,4,4,3,3,2,5,2,3,3,3,2,1,45,No,5,11,71,187,2.1333334,8/17/2012 at 3:48 PM,8/17/2012 at 3:50 PM
2,3,0,-1,1,-1,2,2,3,3,6,3,3,,2,3,2,7,6,3,1,1,27,Yes: full-time,6,6,78,195,1.65,8/17/2012 at 3:49 PM,8/17/2012 at 3:51 PM
1,1,-1,1,1,-1,3,3,3,4,3,5,6,3,3,6,2,2,2,3,1,1,19,Yes: full-time,6,2,74,195,2.4166667,8/17/2012 at 3:50 PM,8/17/2012 at 3:52 PM
2,3,-1,2,0,-2,4,5,4,4,5,3,3,6,4,3,5,4,5,3,1,1,27,Yes: full-time,5,1,61,176,4.883333,8/17/2012 at 3:49 PM,8/17/2012 at 3:53 PM
2,2,-2,1,0,-2,1,1,6,1,6,2,4,2,3,2,1,5,5,3,1,2,31,Yes: full-time,5,11,71,164,4.133333,8/17/2012 at 3:50 PM,8/17/2012 at 3:54 PM
2,4,-3,3,-3,-3,7,7,7,6,2,6,6,2,2,6,2,2,2,3,1,1,30,No,5,8,68,275,3.1666667,8/17/2012 at 3:52 PM,8/17/2012 at 3:55 PM
2,4,-2,1,-1,2,1,1,1,1,7,1,1,7,7,1,7,6,6,3,1,2,32,Yes: full-time,5,6,66,120,2.6833334,8/17/2012 at 3:59 PM,8/17/2012 at 4:02 PM
2,2,-3,1,-2,-2,6,6,6,7,1,6,6,2,2,6,2,3,2,3,1,1,26,Yes: full-time,6,1,73,255,2.9666667,8/17/2012 at 3:59 PM,8/17/2012 at 4:02 PM
2,2,0,0,3,2,1,1,1,1,7,1,1,7,7,1,6,7,7,3,1,1,23,Yes: part-time,5,11,71,140,2.8666666,8/17/2012 at 3:59 PM,8/17/2012 at 4:02 PM
2,4,-3,3,2,-3,2,3,4,3,5,5,5,3,3,4,4,3,4,3,1,2,23,Yes: full-time,5,4,64,127,3.8,8/17/2012 at 4:03 PM,8/17/2012 at 4:07 PM
2,4,-2,2,3,-3,3,3,5,5,3,2,3,4,4,6,3,5,6,3,1,1,22,No,5,1,61,170,3.3333333,8/17/2012 at 4:08 PM,8/17/2012 at 4:12 PM
2,3,-1,2,-2,2,4,6,6,2,6,5,5,6,1,5,2,2,2,3,1,1,23,Yes: part-time,5,1,61,170,2.65,8/17/2012 at 4:12 PM,8/17/2012 at 4:15 PM
2,3,0,2,0,2,5,5,6,6,2,4,5,1,1,5,2,7,5,3,2,2,19,Yes: part-time,5,9,69,180,2.9166667,8/17/2012 at 4:13 PM,8/17/2012 at 4:16 PM
2,3,2,0,1,-2,1,1,2,1,7,3,3,4,4,1,1,2,1,3,1,2,21,No,5,8,68,125,2.6833334,8/17/2012 at 4:15 PM,8/17/2012 at 4:17 PM
1,1,3,-2,2,2,1,1,1,1,7,1,1,7,7,1,4,5,5,3,2,1,28,Yes: part-time,5,1,61,145,3.25,8/17/2012 at 4:14 PM,8/17/2012 at 4:18 PM
2,2,1,-2,2,-2,1,1,1,1,7,1,1,1,6,1,6,5,3,3,1,2,28,Yes: full-time,5,7,67,160,5.1666665,8/17/2012 at 4:16 PM,8/17/2012 at 4:21 PM
2,2,-3,2,3,-3,1,7,7,6,4,6,7,2,1,,2,6,6,3,1,1,26,Yes: part-time,5,1,61,169,2.65,8/17/2012 at 4:20 PM,8/17/2012 at 4:22 PM
2,3,0,-2,1,3,1,1,1,3,6,4,4,5,5,2,1,6,6,3,1,1,26,No,6,0,72,155,3.3166666,8/17/2012 at 4:20 PM,8/17/2012 at 4:23 PM
1,1,3,-1,-1,2,6,5,6,5,4,4,4,3,3,5,3,5,3,3,2,2,21,No,5,8,68,180,3.1333334,8/17/2012 at 4:20 PM,8/17/2012 at 4:23 PM
1,1,1,1,1,2,2,1,2,1,6,1,2,4,4,3,3,4,5,3,2,1,22,Yes: part-time,5,8,68,142,6.5666666,8/17/2012 at 4:21 PM,8/17/2012 at 4:28 PM
1,1,3,3,2,3,5,4,4,4,3,3,5,3,4,5,4,5,6,4,1,1,19,No,5,11,71,,1.1333333,8/17/2012 at 4:31 PM,8/17/2012 at 4:32 PM
1,1,-2,2,-2,-3,4,1,7,2,5,5,6,5,4,4,2,5,5,3,2,1,20,Yes: part-time,6,4,76,175,2.4166667,8/17/2012 at 4:34 PM,8/17/2012 at 4:36 PM
2,3,-3,2,1,-3,1,3,5,2,7,2,2,4,3,3,1,4,6,2,1,2,38,Yes: full-time,5,2,62,118,3.1,8/17/2012 at 4:39 PM,8/17/2012 at 4:42 PM
2,4,1,0,0,-1,4,2,6,3,5,3,5,4,4,5,3,7,7,3,1,2,20,No,5,5,65,115,2.2833333,8/17/2012 at 4:40 PM,8/17/2012 at 4:42 PM
1,1,-1,2,2,2,2,3,5,3,4,3,5,6,4,3,6,4,3,5,2,1,24,Yes: part-time,5,11,71,140,1.8,8/17/2012 at 4:42 PM,8/17/2012 at 4:43 PM
1,1,1,3,2,-3,7,7,6,5,2,6,6,2,1,6,1,2,1,3,2,2,26,No,5,5,65,200,5.35,8/17/2012 at 4:38 PM,8/17/2012 at 4:44 PM
2,2,-2,2,2,-3,1,1,3,3,6,3,2,7,3,3,4,6,6,3,1,1,21,No,5,9,69,153,3.55,8/17/2012 at 4:40 PM,8/17/2012 at 4:44 PM
2,3,-3,1,2,-3,7,7,6,4,3,6,6,2,1,3,1,5,5,3,1,1,21,Yes: part-time,6,1,73,180,4.016667,8/17/2012 at 4:42 PM,8/17/2012 at 4:46 PM
2,4,-3,0,-2,1,4,1,3,1,7,1,1,7,1,1,1,3,4,3,1,1,17,No,6,1,73,160,3.2833333,8/17/2012 at 4:43 PM,8/17/2012 at 4:46 PM
1,1,-2,-1,2,1,5,6,6,5,6,5,5,3,2,7,1,4,3,3,2,2,52,Yes: full-time,5,1,61,146,4.9166665,8/17/2012 at 4:45 PM,8/17/2012 at 4:50 PM
2,4,-2,-1,0,-1,2,2,2,2,6,3,3,6,3,3,3,3,4,3,1,1,20,No,5,6,66,140,2.25,8/17/2012 at 4:48 PM,8/17/2012 at 4:50 PM
1,1,0,1,3,0,5,4,5,5,3,5,4,3,2,6,2,4,4,3,2,2,23,Yes: full-time,5,4,64,,3.1666667,8/17/2012 at 4:48 PM,8/17/2012 at 4:51 PM
2,3,-3,3,2,-3,7,7,7,5,2,7,7,1,1,7,1,7,6,3,1,2,22,Yes: full-time,5,8,68,155,4.7833333,8/17/2012 at 4:48 PM,8/17/2012 at 4:52 PM
2,2,-3,3,0,-3,7,7,7,6,3,6,6,,1,7,1,5,3,3,1,2,18,Yes: full-time,5,4,64,160,13.25,8/17/2012 at 4:40 PM,8/17/2012 at 4:53 PM
2,4,-3,3,-3,-3,7,7,7,4,1,6,7,1,1,7,1,7,7,3,1,2,25,Yes: full-time,5,6,66,125,2.0833333,8/17/2012 at 4:52 PM,8/17/2012 at 4:54 PM
2,2,-2,3,-1,-3,1,1,1,1,7,1,1,7,7,1,7,5,5,3,1,1,23,Yes: full-time,6,3,75,205,3.2666667,8/17/2012 at 4:55 PM,8/17/2012 at 4:58 PM
2,3,2,2,2,-3,2,2,2,4,3,5,6,2,1,6,2,5,5,3,1,2,66,Yes: full-time,5,5,65,,7.3166666,8/17/2012 at 4:52 PM,8/17/2012 at 4:59 PM
1,1,2,2,3,2,7,6,6,5,4,5,6,2,2,6,2,6,7,3,2,1,21,No,5,5,65,130,3.6,8/17/2012 at 5:01 PM,8/17/2012 at 5:04 PM
2,3,2,-2,2,3,1,1,1,1,7,1,1,7,7,1,7,3,6,3,1,1,23,Yes: full-time,5,11,71,165,1.95,8/17/2012 at 5:03 PM,8/17/2012 at 5:05 PM
2,4,-3,-1,0,1,5,1,5,5,3,6,5,4,2,5,3,4,5,3,2,2,20,No,,0,,,4.866667,8/17/2012 at 5:05 PM,8/17/2012 at 5:10 PM
2,2,-1,1,2,-2,6,6,3,4,4,6,6,2,2,6,1,2,2,3,1,1,31,Yes: full-time,6,0,72,290,7.616667,8/17/2012 at 5:03 PM,8/17/2012 at 5:11 PM
2,3,0,1,-1,1,3,4,5,4,5,3,5,5,3,4,5,4,5,3,1,1,18,No,6,0,72,155,6.766667,8/17/2012 at 5:06 PM,8/17/2012 at 5:13 PM
2,3,-3,2,-2,-3,7,6,5,3,7,5,5,6,3,5,2,7,3,3,1,2,21,No,5,1,61,102,2.4,8/17/2012 at 5:12 PM,8/17/2012 at 5:15 PM
2,2,-3,2,2,-3,3,2,5,3,4,4,4,2,1,4,2,2,3,3,1,2,21,Yes: part-time,5,9,69,185,3.1666667,8/17/2012 at 5:12 PM,8/17/2012 at 5:15 PM
2,2,-2,2,1,-2,5,5,6,3,4,5,5,3,3,5,2,3,3,1,1,1,23,No,5,6,66,140,2.3166666,8/17/2012 at 5:14 PM,8/17/2012 at 5:17 PM
1,1,0,-2,2,2,1,1,1,1,7,1,1,7,7,1,7,4,4,1,2,1,23,Yes: part-time,5,1,61,220,2.8,8/17/2012 at 5:14 PM,8/17/2012 at 5:17 PM
2,3,-3,3,1,-2,7,7,5,7,1,7,7,1,1,7,1,5,6,3,1,1,28,Yes: full-time,5,11,71,195,3.95,8/17/2012 at 5:15 PM,8/17/2012 at 5:19 PM
2,2,-3,3,2,-2,5,6,6,5,5,6,6,2,3,6,2,3,3,3,1,1,29,Yes: part-time,6,1,73,220,4.8,8/17/2012 at 5:17 PM,8/17/2012 at 5:22 PM
2,3,0,-3,0,-2,2,1,1,1,7,1,1,7,6,1,4,5,5,3,1,1,21,Yes: part-time,5,1,61,129,3.5,8/17/2012 at 5:20 PM,8/17/2012 at 5:23 PM
2,4,-2,3,1,-3,6,3,5,4,3,4,5,3,3,5,2,3,3,3,1,1,31,No,5,8,68,205,3.1833334,8/17/2012 at 5:21 PM,8/17/2012 at 5:24 PM
2,3,-3,3,3,-3,2,4,6,4,4,4,4,3,3,5,3,4,6,3,1,2,20,No,5,2,62,93,3.35,8/17/2012 at 5:23 PM,8/17/2012 at 5:27 PM
2,3,0,0,0,0,4,4,4,5,4,5,4,4,5,6,5,5,4,2,2,1,21,No,6,0,72,200,0.98333335,8/17/2012 at 5:26 PM,8/17/2012 at 5:27 PM
2,4,0,-1,1,-2,2,2,2,1,5,3,2,5,5,,4,5,6,3,1,2,26,Yes: part-time,5,7,67,125,3.6333334,8/17/2012 at 5:24 PM,8/17/2012 at 5:27 PM
2,3,-1,1,1,-3,2,2,2,1,7,1,1,5,4,1,5,1,1,3,1,1,24,No,5,7,67,,2.2833333,8/17/2012 at 5:26 PM,8/17/2012 at 5:28 PM
2,2,-3,3,3,-3,6,6,7,5,4,7,6,1,1,6,1,1,1,3,1,1,35,Yes: full-time,5,1,61,240,2.5333333,8/17/2012 at 5:31 PM,8/17/2012 at 5:33 PM
2,2,0,1,0,-3,4,4,4,2,4,4,4,4,2,2,2,4,4,3,1,2,23,No,5,4,64,150,3.2333333,8/17/2012 at 5:31 PM,8/17/2012 at 5:34 PM
2,4,2,0,2,1,5,2,3,2,5,3,3,3,4,3,3,2,3,3,1,1,19,No,6,1,73,269,3.1333334,8/17/2012 at 5:31 PM,8/17/2012 at 5:34 PM
2,3,2,2,2,2,5,5,4,4,5,4,3,5,3,3,5,3,4,3,1,2,21,No,5,1,61,117,3.45,8/17/2012 at 5:31 PM,8/17/2012 at 5:35 PM
2,2,1,0,2,0,5,5,6,4,4,4,4,5,4,6,3,6,6,1,2,1,23,Yes: full-time,6,0,72,205,3.6166666,8/17/2012 at 5:32 PM,8/17/2012 at 5:36 PM
1,1,1,0,1,2,1,1,,1,6,1,6,5,6,1,4,5,6,3,2,1,30,Yes: full-time,6,0,72,220,3.4166667,8/17/2012 at 5:36 PM,8/17/2012 at 5:40 PM
2,2,-2,1,2,-2,7,6,6,6,5,6,6,2,2,6,2,3,3,3,1,1,28,Yes: part-time,5,1,61,,3.25,8/17/2012 at 5:38 PM,8/17/2012 at 5:42 PM
2,3,2,0,0,3,6,5,6,5,5,6,3,5,3,4,6,6,6,2,1,1,22,Yes: part-time,5,1,61,140,1.2,8/17/2012 at 5:41 PM,8/17/2012 at 5:42 PM
2,4,-3,1,-2,-2,6,3,6,5,5,2,5,1,1,5,2,7,7,3,1,1,19,Yes: full-time,5,3,63,130,3.4166667,8/17/2012 at 5:41 PM,8/17/2012 at 5:44 PM
2,4,-2,0,2,-1,2,1,2,2,7,2,2,7,5,2,7,4,4,3,1,1,21,No,5,5,65,108,2.3166666,8/17/2012 at 5:44 PM,8/17/2012 at 5:47 PM
1,1,2,1,0,-2,7,7,6,5,3,6,5,1,1,6,1,7,7,3,2,2,34,Yes: part-time,5,2,62,120,2.2333333,8/17/2012 at 5:45 PM,8/17/2012 at 5:47 PM
2,2,-1,-2,1,2,1,1,1,1,6,1,1,6,5,1,5,3,4,3,1,1,20,No,6,0,72,175,2.9666667,8/17/2012 at 5:45 PM,8/17/2012 at 5:48 PM
2,4,0,2,0,0,6,5,2,4,3,5,5,3,3,3,3,4,4,2,1,1,,Yes: part-time,5,11,71,155,2.6333334,8/17/2012 at 5:47 PM,8/17/2012 at 5:49 PM
2,4,-3,1,0,-3,1,1,1,,7,1,1,7,4,1,,2,7,3,1,2,20,No,5,7,67,126,3.9666667,8/17/2012 at 5:49 PM,8/17/2012 at 5:53 PM
2,4,2,1,1,1,3,3,4,3,5,4,3,5,3,4,3,3,3,5,1,1,21,Yes: full-time,5,11,71,275,1.7666667,8/17/2012 at 5:52 PM,8/17/2012 at 5:53 PM
2,2,-3,3,3,-3,7,7,7,7,1,7,7,1,1,7,1,,1,3,1,2,35,No,5,9,69,350,2.6166666,8/17/2012 at 5:56 PM,8/17/2012 at 5:58 PM
2,4,-2,1,2,-3,4,2,5,1,7,2,3,7,2,3,1,6,3,3,1,2,21,No,5,5,65,160,2.9,8/17/2012 at 5:59 PM,8/17/2012 at 6:01 PM
1,1,-3,-2,0,1,1,1,1,1,7,1,2,4,5,2,4,5,6,3,2,1,18,No,5,9,69,150,2.4833333,8/17/2012 at 6:02 PM,8/17/2012 at 6:05 PM
1,1,2,0,2,2,5,4,5,3,6,4,3,5,4,3,5,5,5,3,2,1,19,No,5,4,64,133,3.8333333,8/17/2012 at 6:02 PM,8/17/2012 at 6:05 PM
2,3,-2,0,2,-2,1,1,1,1,6,1,1,6,4,3,1,4,4,3,1,1,22,No,5,1,61,135,3.0333333,8/17/2012 at 6:07 PM,8/17/2012 at 6:10 PM
2,3,-2,,2,2,5,3,5,5,4,6,5,6,4,4,5,1,1,3,1,1,19,Yes: part-time,6,0,72,175,3.25,8/17/2012 at 6:14 PM,8/17/2012 at 6:17 PM
1,1,-3,2,2,-3,6,6,7,6,5,5,4,3,2,5,2,4,6,3,2,1,29,Yes: full-time,6,4,76,190,2.5666666,8/17/2012 at 6:16 PM,8/17/2012 at 6:19 PM
1,1,0,-2,2,1,1,1,4,2,5,2,4,6,2,1,2,3,3,3,2,1,23,No,5,9,69,140,4.1,8/17/2012 at 6:19 PM,8/17/2012 at 6:23 PM
1,1,3,-1,2,3,5,1,6,1,7,7,7,5,1,6,2,2,4,3,2,1,22,No,5,11,71,163,3.3,8/17/2012 at 6:20 PM,8/17/2012 at 6:24 PM
1,1,0,-1,1,2,2,1,1,1,7,1,1,1,4,2,6,3,4,3,2,1,25,Yes: full-time,5,5,65,140,4.2166667,8/17/2012 at 6:21 PM,8/17/2012 at 6:25 PM
1,1,0,0,2,1,1,1,1,2,7,2,2,6,3,1,2,4,5,3,2,1,22,Yes: part-time,6,2,74,167,1.8666667,8/17/2012 at 6:28 PM,8/17/2012 at 6:30 PM
2,3,2,0,1,-2,1,1,1,1,5,1,1,6,5,1,5,4,5,3,1,2,20,Yes: part-time,5,0,60,110,2.2,8/17/2012 at 6:28 PM,8/17/2012 at 6:30 PM
2,4,0,2,2,0,4,5,5,2,5,4,5,2,4,5,4,2,3,3,1,2,23,Yes: part-time,5,11,71,140,6.75,8/17/2012 at 6:28 PM,8/17/2012 at 6:34 PM
2,3,-1,1,-1,-1,1,1,4,2,6,5,6,2,2,6,4,6,6,3,1,1,24,No,5,8,68,175,3.7166667,8/17/2012 at 6:33 PM,8/17/2012 at 6:36 PM
2,4,-3,2,-2,-3,7,7,7,7,1,7,7,1,1,7,1,6,6,3,1,1,20,Yes: full-time,6,6,78,220,2.4833333,8/17/2012 at 6:42 PM,8/17/2012 at 6:44 PM
2,4,-2,2,2,-2,6,6,6,3,2,6,6,1,1,4,1,3,2,3,1,2,20,Yes: part-time,5,6,66,130,2.1666667,8/17/2012 at 6:43 PM,8/17/2012 at 6:45 PM
1,1,1,-1,3,-2,1,1,1,3,6,3,1,7,5,5,4,5,7,3,2,1,21,No,5,11,71,165,3.2666667,8/17/2012 at 6:45 PM,8/17/2012 at 6:48 PM
2,4,-3,3,-3,-3,1,1,4,2,4,7,7,1,1,4,1,6,6,3,1,1,22,No,5,11,71,,4.9666667,8/17/2012 at 6:44 PM,8/17/2012 at 6:49 PM
2,3,-3,3,1,-3,4,4,5,1,5,4,5,1,3,6,1,2,3,3,1,2,21,No,5,4,64,,2.9833333,8/17/2012 at 6:55 PM,8/17/2012 at 6:58 PM
2,2,0,3,3,-1,4,4,7,4,4,6,5,1,2,5,3,4,5,3,2,2,23,Yes: full-time,5,7,67,190,16.016666,8/17/2012 at 6:42 PM,8/17/2012 at 6:58 PM
2,4,-2,2,2,-2,1,6,1,1,6,3,2,6,4,6,6,3,3,3,1,1,22,No,5,6,66,170,4.75,8/17/2012 at 6:53 PM,8/17/2012 at 6:58 PM
2,3,0,0,3,3,1,1,1,1,7,1,1,7,7,1,1,3,5,3,1,1,24,Yes: part-time,6,1,73,170,2.5666666,8/17/2012 at 6:57 PM,8/17/2012 at 7:00 PM
2,3,1,1,-1,0,5,4,3,3,5,2,2,5,5,5,3,3,4,3,2,1,25,Yes: full-time,6,0,72,300,2.4333334,8/17/2012 at 6:58 PM,8/17/2012 at 7:01 PM
2,2,1,1,2,-3,3,1,3,1,7,1,3,4,1,2,1,4,5,3,1,1,19,Yes: part-time,5,9,69,140,3.5666666,8/17/2012 at 7:00 PM,8/17/2012 at 7:03 PM
2,2,-3,2,3,-3,1,5,6,2,7,2,5,4,2,5,2,2,2,3,1,1,27,Yes: full-time,5,6,66,126,2.0166667,8/17/2012 at 7:04 PM,8/17/2012 at 7:06 PM
2,4,0,1,-1,2,5,3,5,2,2,4,3,3,4,3,5,5,5,3,1,2,19,Yes: part-time,5,3,63,125,3.8333333,8/17/2012 at 7:06 PM,8/17/2012 at 7:10 PM
2,3,-3,3,3,3,1,1,1,1,7,2,1,7,4,1,2,7,7,3,2,1,18,Yes: part-time,5,7,67,125,3.05,8/17/2012 at 7:11 PM,8/17/2012 at 7:14 PM
2,3,-2,2,3,-3,1,1,1,6,4,6,4,3,3,5,3,4,4,3,1,2,32,No,5,7,67,140,3.5666666,8/17/2012 at 7:15 PM,8/17/2012 at 7:18 PM
2,2,-2,2,2,1,6,7,7,5,3,6,6,3,3,5,5,3,3,3,1,1,22,Yes: part-time,5,8,68,220,2.4666667,8/17/2012 at 7:18 PM,8/17/2012 at 7:21 PM
2,3,-2,,2,-2,4,5,5,2,5,4,6,6,6,2,6,5,6,3,1,2,29,Yes: full-time,5,5,65,130,5.6,8/17/2012 at 7:20 PM,8/17/2012 at 7:26 PM
2,3,-3,-1,1,-3,4,2,7,3,5,4,4,1,1,6,1,3,2,3,1,1,34,Yes: full-time,6,2,74,236,1.6,8/17/2012 at 7:24 PM,8/17/2012 at 7:26 PM
1,1,-2,-1,1,2,3,3,3,2,5,2,2,3,4,2,2,3,3,3,2,1,35,Yes: full-time,6,2,74,250,2.6833334,8/17/2012 at 7:24 PM,8/17/2012 at 7:26 PM
2,4,0,1,2,1,1,1,1,1,7,1,1,7,4,1,5,5,5,3,1,1,23,Yes: part-time,6,4,76,205,3.5666666,8/17/2012 at 7:26 PM,8/17/2012 at 7:30 PM
2,2,-2,2,2,-3,5,5,6,4,5,6,6,2,2,5,2,2,2,3,1,2,26,Yes: full-time,5,6,66,160,2.8833334,8/17/2012 at 7:31 PM,8/17/2012 at 7:34 PM
2,4,-3,3,0,-3,7,7,7,6,2,7,7,1,1,7,1,1,1,3,1,1,27,Yes: full-time,5,11,71,325,3.0333333,8/17/2012 at 7:33 PM,8/17/2012 at 7:36 PM
1,1,-1,0,2,3,4,2,5,1,5,3,4,,3,4,2,3,5,3,2,2,21,Yes: part-time,5,3,63,100,2.8333333,8/17/2012 at 7:36 PM,8/17/2012 at 7:39 PM
2,4,-2,1,1,2,2,2,3,5,6,2,5,6,6,4,5,3,5,3,1,2,26,Yes: part-time,5,3,63,115,2.7,8/17/2012 at 7:58 PM,8/17/2012 at 8:01 PM